"vel","trq","brk","gear","alt1","alt2","alt3","alt4","alt5","alt6","alt7","alt8","alt9","alt10","alt11","alt12","alt13","alt14","alt15","alt16","alt17","alt18","alt19","alt20","alt21","acc"
14.257777777777779,-3.449600000000001,0.,5,-0.429041295682282,-0.3598335421863226,-0.29967531117466706,-0.23993083556524653,-0.19033672211520525,-0.14145615904556053,-0.10486595293752998,-0.06905160243394448,-0.0460344016226486,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243394448,0.0920688032452972,0.11508600405659308,0.1381032048679458,0.16112040567924168,0.18413760649053756,0.2071548073018903,0.23017200811318617,19.578629848964347
14.243333333333334,-0.5488000000000007,0.,5,-0.4323608219881976,-0.3627555945840868,-0.30232171274599295,-0.24216348173433744,-0.19223040096551358,-0.1426362875154723,-0.10583306726772435,-0.0692428611596938,-0.0460344016226486,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243394448,0.0920688032452972,0.11508600405659308,0.1381032048679458,0.16112040567924168,0.18413760649053756,0.2071548073018903,0.23017200811318617,36.88787653197249
14.214444444444446,0.7056000000000004,0.,5,-0.435675301257902,-0.3660700738537912,-0.3049640907056528,-0.2448058596940541,-0.19412120065021554,-0.14452708720017426,-0.1067987111889579,-0.07020850508092735,-0.04603440162259176,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243400132,0.0920688032452972,0.11508600405659308,0.1381032048679458,0.16112040567924168,0.1841376064905944,0.2071548073018903,0.23017200811318617,40.31406909515014
14.223333333333333,2.1952,0.,5,-0.4389874511263656,-0.369382223722198,-0.30760461161389685,-0.24744638060224133,-0.19601067148937545,-0.14641655803933418,-0.10776367646002427,-0.07117347035199373,-0.0460344016226486,-0.023017200811352723,0.,0.02301720081129588,0.04603440162259176,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567918484,0.18413760649053756,0.20715480730183344,0.23017200811318617,36.44747369683065
14.216111111111113,2.8224,0.,5,-0.44229979511146666,-0.3726945677073559,-0.31024528727635925,-0.25008705626470373,-0.1979002530655407,-0.14830613961549943,-0.1087286982851765,-0.0721384921772028,-0.0460344016226486,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243394448,0.0920688032452972,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.2071548073018903,0.23017200811318617,29.499870294277528
14.215000000000002,3.0575999999999994,0.,5,-0.4456111685127553,-0.37600594110858765,-0.31288518916738894,-0.2527269581557334,-0.19978928095611082,-0.15019516750606954,-0.1096934373394447,-0.073103231231471,-0.0460344016226486,-0.02301720081129588,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.0920688032452972,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.20715480730183344,0.23017200811318617,21.981044062215773
14.222777777777779,3.6063999999999994,0.,5,-0.44892331838116206,-0.3793180909769944,-0.31552571007557617,-0.25536747906392065,-0.20167875179521388,-0.1520846383451726,-0.11065840261045423,-0.07406819650242369,-0.0460344016226486,-0.02301720081129588,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.0920688032452972,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.2071548073018903,0.23017200811318617,15.236364947349513
14.208333333333336,4.1552,0.,5,-0.45223469178239384,-0.38262946437828305,-0.31816561196660587,-0.25800738095495035,-0.203567779685784,-0.1539736662357427,-0.11162314166472243,-0.07503293555669188,-0.0460344016226486,-0.023017200811352723,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.20715480730183344,0.23017200811318617,9.788324078864074
14.212222222222223,4.547199999999999,0.,5,-0.4555448357774594,-0.3859396083732918,-0.3208045337470935,-0.260646302735438,-0.20545610624117217,-0.1558619927911309,-0.11258752254246929,-0.07599731643443874,-0.0460344016226486,-0.023017200811352723,0.,0.02301720081129588,0.04603440162259176,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567918484,0.18413760649053756,0.20715480730183344,0.23017200811318617,5.733651310120367
14.213333333333333,4.704,0.,5,-0.45885556212277834,-0.3892503347186107,-0.32344391979040665,-0.263285688778808,-0.2073447650078606,-0.1577506515578193,-0.11355207308275794,-0.0769618669747274,-0.0460344016226486,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243394448,0.0920688032452972,0.11508600405659308,0.1381032048679458,0.16112040567924168,0.18413760649053756,0.2071548073018903,0.23017200811318617,2.9513782853048505
14.18888888888889,5.174400000000001,0.,5,-0.46216357083324056,-0.3925583434290729,-0.32608113927369686,-0.2659229082620982,-0.2092318734547689,-0.15963776000472762,-0.11451583186436665,-0.07792562575639295,-0.0460344016226486,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243394448,0.0920688032452972,0.11508600405659308,0.1381032048679458,0.16112040567924168,0.18413760649053756,0.2071548073018903,0.23017200811318617,1.14965407267606
14.190000000000001,6.272000000000001,0.,5,-0.4654688619087892,-0.3958636345046216,-0.3287161921969073,-0.26855796118525177,-0.21111743158172658,-0.1615233181316853,-0.11547879888740908,-0.07888859277937854,-0.04603440162259176,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243400132,0.0920688032452972,0.11508600405659308,0.1381032048679458,0.16112040567924168,0.1841376064905944,0.2071548073018903,0.23017200811318617,0.08642734872805452
14.185,6.899200000000002,0.,5,-0.468773700045233,-0.39916847264106536,-0.3313508840267332,-0.2711926530151345,-0.2130027313220353,-0.163408617871994,-0.11644163395067153,-0.07985142784264099,-0.0460344016226486,-0.023017200811352723,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.20715480730183344,0.23017200811318617,-0.47292613590159543
14.191666666666666,7.683200000000001,0.,5,-0.47207873229848474,-0.4024735048943171,-0.3339857306108911,-0.2738274995992356,-0.21488814179951987,-0.1652940283494786,-0.11740452556807668,-0.08081431946004614,-0.0460344016226486,-0.023017200811352723,0.,0.02301720081129588,0.04603440162259176,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567918484,0.18413760649053756,0.20715480730183344,0.23017200811318617,-0.6721383077815699
14.186666666666667,7.3696,0.,5,-0.47538395866843075,-0.4057787312642631,-0.3366207319493242,-0.27646250093766866,-0.21677366301406664,-0.16717954956402536,-0.11836747373968137,-0.08177726763165083,-0.0460344016226486,-0.023017200811352723,0.,0.02301720081129588,0.04603440162259176,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567918484,0.18413760649053756,0.20715480730183344,0.23017200811318617,-0.6866853693579354
14.185555555555556,7.212800000000001,0.,5,-0.4787091151266054,-0.40908324587275047,-0.3394780184686397,-0.27909693484372156,-0.21893870383206604,-0.16906466474245008,-0.1194705512924088,-0.08274000843795193,-0.046149802329921386,-0.023017200811352723,0.,0.02301720081129588,0.04603440162259176,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567918484,0.18413760649053756,0.20715480730183344,0.23017200811318617,-0.6009008764523381
14.183333333333335,7.134400000000001,0.,5,-0.48276210860638,-0.41238737224767874,-0.3427821448435111,-0.2817310592411104,-0.2215728282294549,-0.17094955844657989,-0.12135544499653861,-0.08370263613579709,-0.04711243002776655,-0.023017200811352723,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.20715480730183344,0.23017200811318617,-0.4824946399325267
14.183333333333335,7.291200000000001,0.,5,-0.48681478460264316,-0.41569123980013956,-0.34608601239602876,-0.28436497729944676,-0.22420674628779125,-0.17283430450117976,-0.12324019105113848,-0.08466518842806181,-0.04807498232003127,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243400132,0.0920688032452972,0.11508600405659308,0.1381032048679458,0.16112040567924168,0.1841376064905944,0.2071548073018903,0.23017200811318617,-0.35726178957341215
14.167222222222225,7.3696,0.,5,-0.4908651588441444,-0.41899323089057816,-0.3493880034864105,-0.28699739939969504,-0.22683916838803952,-0.1747179800968297,-0.12512386664684527,-0.0856271940298825,-0.04903698792185196,-0.02301720081129588,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.0920688032452972,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.2071548073018903,0.23017200811318617,-0.2646209002384791
14.168333333333335,6.742400000000001,0.,5,-0.49491339007238366,-0.42229347492991565,-0.352688247525748,-0.2896284287112394,-0.22947019769958388,-0.17660065905823785,-0.12700654560819657,-0.08658869064396413,-0.049998484535933585,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243400132,0.0920688032452972,0.11508600405659308,0.1381032048679458,0.16112040567924168,0.1841376064905944,0.2071548073018903,0.23017200811318617,-0.18918134507117096
14.158333333333335,5.331200000000001,0.,5,-0.49896035136703176,-0.4255926836797812,-0.3559874562756704,-0.29225863266663055,-0.23210040165497503,-0.17848274742163994,-0.12888863397159867,-0.08754988563572397,-0.050959679527693424,-0.02301720081129588,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.0920688032452972,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.2071548073018903,0.23017200811318617,-0.15066932751468007
14.147222222222224,2.2736000000000005,0.,5,-0.5030042965689745,-0.4288894336171438,-0.3592842062129762,-0.29488687640088074,-0.23472864538928206,-0.18036343311462133,-0.13076931966458005,-0.08851036427444114,-0.0519201581664106,-0.02301720081129588,0.,0.023017200811352723,0.0460344016226486,0.06905160243400132,0.0920688032452972,0.11508600405659308,0.1381032048679458,0.16112040567924168,0.1841376064905944,0.2071548073018903,0.23017200811318617,-0.13777724562919524
14.14388888888889,1.0192000000000008,0.,5,-0.5070461781286895,-0.43218450120912166,-0.36257927380501087,-0.2975137789313749,-0.2373555479197762,-0.18224315908577182,-0.13264904563573054,-0.089470352776857,-0.052880146668826455,-0.023017200811352723,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.20715480730183344,0.23017200811318617,-0.13005934521237886
14.130555555555558,0.47040000000000043,0.,5,-0.5110856785626083,-0.4354776276333041,-0.3658724002291933,-0.3001391339188899,-0.23998090290729124,-0.18412177768550464,-0.1345276642355202,-0.09042977573739108,-0.05383956962936054,-0.023017200811352723,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.20715480730183344,0.23017200811318617,-0.13026117179422028
14.098888888888888,-3.92,0.,5,-0.5151187499570824,-0.43876551290452426,-0.3691602855003566,-0.30276031054052055,-0.24260207952892188,-0.18599740638262574,-0.13640329293258446,-0.09138767173482165,-0.05479746562679111,-0.023017200811352723,0.,0.02301720081129588,0.0460344016226486,0.06905160243394448,0.09206880324524036,0.11508600405659308,0.13810320486788896,0.16112040567924168,0.18413760649053756,0.20715480730183344,0.23017200811318617,-0.169169346003726
